run,id,drug_name,fact_type,extraction_method,extraction_confidence,governance_status,consensus_achieved,target_kb,condition_name,meddra_pt,meddra_name,meddra_soc_name,frequency,severity,interactant_name,clinical_effect,mechanism,fda_category,lab_name,ndc_code,strength,source_section_id,created_at
BASELINE,063eb251-cdf6-4daf-af37-cad1ee7241b2,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hypotension,10021097,Hypotension,"",9%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.965661+00
BASELINE,e54985ce-75bc-4371-9671-0f4acb6950a3,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Chest pain,10008479,Chest pain,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.055772+00
BASELINE,0e307337-edca-491d-b11b-714660109708,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Syncope,10042772,Syncope,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.058488+00
BASELINE,ac6df6c5-ee9d-4d22-acdd-5674384698af,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Tachycardia,10043071,Tachycardia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.06183+00
BASELINE,421a521c-dc5e-486f-97f5-80ce295f65dc,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Vasculitis,10046543,Vasculitis,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.064278+00
BASELINE,c42056fb-0f15-497c-a1fc-993328d8fd13,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Palpitations,10034972,Palpitations,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.50978+00
BASELINE,f1a32608-8536-426d-a140-9ce475bfb5bc,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Syncope,10042772,Syncope,"","",HIGH,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.512257+00
BASELINE,d76e347b-e95c-472b-b62f-5d7467991a2e,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Syncope,10042772,Syncope,"",3%,HIGH,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.968311+00
BASELINE,cc8f6ac4-dbf6-48d8-96a4-7e2abc5955d2,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hypoesthesia,10020937,Hypoesthesia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.067473+00
BASELINE,13c49025-a574-4925-9ce3-6af31737b623,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Neuropathy peripheral,10029331,Neuropathy peripheral,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.070165+00
BASELINE,e20d78d3-0591-4674-9487-102748dc91be,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Paraesthesia,10034301,Paraesthesia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.072154+00
BASELINE,4332282a-7ed7-4ab9-9069-0254ae84d6be,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Tremor,10043648,Tremor,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.075229+00
BASELINE,66a0496c-b1f6-463d-b36e-1001563a21a4,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Atrial fibrillation,10003658,Atrial fibrillation,"","",HIGH,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.514217+00
BASELINE,110a5a0a-eb88-4bd6-947c-669f032bf0e6,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Cerebrovascular accident,10048580,Cerebrovascular accident,"","",CRITICAL,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.517209+00
BASELINE,81c301c8-3b99-49cd-85e8-7bb7b6ef4c68,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Angina pectoris,10002383,Angina pectoris,"",2%,HIGH,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.972638+00
BASELINE,1b675a77-5b2f-4705-964f-dce8f22c7823,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Vertigo,10047340,Vertigo,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.077674+00
BASELINE,95cbe894-b232-4fc5-b022-2011274e7f77,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Anorexia,10002646,Anorexia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.079783+00
BASELINE,5823e24a-94b8-47ee-9489-718c2c9ac7f1,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Constipation,10010774,Constipation,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.08243+00
BASELINE,bc6bfabd-e5bf-4fbf-bf1e-d122c74928b3,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Dysphagia,10013946,Dysphagia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.084459+00
BASELINE,835c7d25-3ef9-45f4-9483-7bfa68c00a9c,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Dyspnoea,10013968,Dyspnoea,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.519541+00
BASELINE,c82e4a17-cea2-4f93-b96b-3e3de153b7c6,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Abdominal pain,10000081,Abdominal pain,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.523291+00
BASELINE,32063329-48bb-4de2-a1a3-eb6cbcde3123,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Headache,10019211,Headache,"",8%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.97502+00
BASELINE,c0f0462a-6fe2-4405-88ef-9f4cb7c7fed8,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Diarrhoea,10012727,Diarrhoea,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.086902+00
BASELINE,a247e783-d1f0-4871-a6cb-495587f85280,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Flatulence,10016766,Flatulence,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.090101+00
BASELINE,d40b612c-2da1-4cad-8782-16fa461b41cd,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Pancreatitis,10033645,Pancreatitis,"",<1% but >0.1%,HIGH,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.092281+00
BASELINE,4ba413e7-57e9-4d15-965c-d63ef78cbc52,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Vomiting,10047700,Vomiting,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.094318+00
BASELINE,9b194104-d3e5-4a62-8e1e-f9a8faae09af,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Constipation,10010774,Constipation,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.526204+00
BASELINE,abf99b97-6e35-4c88-aad6-493e2b60a3a3,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Nausea,10028813,Nausea,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.528813+00
BASELINE,79628421-7ef7-4494-8eea-bee4a19d4965,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Gingival hyperplasia,10018286,Gingival hyperplasia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.096401+00
BASELINE,f2efe4dc-e3bb-4eb0-8a40-40b92db50fc2,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Allergic reaction,10001718,Allergic reaction,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.098545+00
BASELINE,013a3047-ecdb-49a2-8aa2-d1de914fb5f9,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Asthenia,10003549,Asthenia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.101075+00
BASELINE,51ec4b72-70b2-4d94-afda-660899747a9b,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Back pain,10005103,Back pain,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.103573+00
BASELINE,06e09136-8cad-4595-8ef9-2f0380c6ea82,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Vomiting,10047700,Vomiting,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.531014+00
BASELINE,fb245ca4-971d-48ca-85a5-be5fd11e2e23,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Urticaria,10046735,Urticaria,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.53317+00
BASELINE,b4c90533-3fb1-4056-a7ea-c9d680d0eea7,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Diarrhoea,10012735,Diarrhoea,"",12%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.979063+00
BASELINE,ee9e100e-4527-4b5f-b1c8-0db9c84310f4,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hot flush,10020400,Hot flush,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.106548+00
BASELINE,ac781787-3b30-498c-989a-82dff77b63a7,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Malaise,10025482,Malaise,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.109048+00
BASELINE,05c6858a-0d52-46a7-8d6e-3b428818ebfb,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Pain,10033371,Pain,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.112665+00
BASELINE,ab0f9fb9-9545-4c4e-959b-63bb220b12b9,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Rigors,10039121,Rigors,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.114815+00
BASELINE,64f82e6e-8ee8-4030-b5ae-fb1f89a41c7b,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Pruritus,10037087,Pruritus,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.536266+00
BASELINE,2e19622b-1eec-4e3b-a0c1-91e57fda2963,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Rash,10037844,Rash,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.53882+00
BASELINE,1e4e9cbd-0b0c-49ad-a0e0-8791b7781e5a,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Nausea,10028813,Nausea,"",9%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.983373+00
BASELINE,f723e938-ab0c-47e1-9afa-a35224643ae9,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Weight increased,10047899,Weight increased,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.116646+00
BASELINE,e927adcd-c1c6-4e8c-88e0-9c67375b3945,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Weight decreased,10047895,Weight decreased,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.120203+00
BASELINE,39f8bcc8-35e7-4481-93f8-bc7406e083d3,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Arthralgia,10003239,Arthralgia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.122493+00
BASELINE,bd61604f-a8d9-4135-9874-b5cffb43ee3f,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Arthrosis,10003246,Arthrosis,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.126788+00
BASELINE,c520395e-9db4-4cda-a4a2-91afa58a1b59,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Myalgia,10028411,Myalgia,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.541606+00
BASELINE,dcb64af2-2b8f-4597-8f19-26e98758c8c1,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Arthralgia,10003239,Arthralgia,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.544948+00
BASELINE,24deebe4-6665-4c55-857e-41891aa8c394,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Vomiting,10047700,Vomiting,"",6%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.988015+00
BASELINE,d9ea4942-b7a0-4d00-a4d8-0e410ca3ad7f,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Muscle cramps,10028334,Muscle cramps,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.129965+00
BASELINE,43b4fd08-9b52-4d35-bb79-f079d2509203,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Myalgia,10028411,Myalgia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.132495+00
BASELINE,6ec0fe81-71b3-4000-84c1-f003e0726974,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Sexual dysfunction,10040785,Sexual dysfunction,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.135285+00
BASELINE,f303fe59-5e82-4fba-99ac-f3170b78cd09,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Insomnia,10022437,Insomnia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.139682+00
BASELINE,a39df5dc-fe27-4d33-ab73-f22e0c4a9c21,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Erectile dysfunction,10021518,Erectile dysfunction,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.547106+00
BASELINE,deadd0bd-b0ea-49a6-bbd5-2c65e3ab8ad4,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Oedema,10014210,Oedema,"","",MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.548809+00
BASELINE,0b6e8ccd-9502-4bfd-9134-4f1e3d5c5148,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hyperglycaemia,10020635,Hyperglycaemia,"",12%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.990191+00
BASELINE,ff666047-9c7a-458f-884c-5f485f560f09,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Nervousness,10029756,Nervousness,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.141889+00
BASELINE,f1432513-cc72-4004-a92e-959762795b27,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Depression,10012378,Depression,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.14448+00
BASELINE,18595c87-77c8-45b0-9b02-7f879f0fd507,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Abnormal dreams,10001128,Abnormal dreams,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.147614+00
BASELINE,2a08bfbe-2683-4d3c-9a4c-5f951f9b0238,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Anxiety,10002855,Anxiety,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.149763+00
BASELINE,0e82c700-3bbc-4e0b-a868-c48ef011078b,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Asthenia,10003549,Asthenia,"",≥4%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.550851+00
BASELINE,a5826427-19e1-43b1-98bb-13e84bf67787,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Chest pain,10008479,Chest pain,"",≥4%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.553679+00
BASELINE,4a809e4a-753a-4253-8f54-0e11f2add72c,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Weight increased,10047899,Weight increased,"",10%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.99217+00
BASELINE,4483ff41-9d90-47f3-932b-7390ebb93374,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Depersonalisation,10012373,Depersonalisation,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.153071+00
BASELINE,f4dd4ac1-8ce9-434a-9409-d39e2e3babe3,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Dyspnoea,10013968,Dyspnoea,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.156391+00
BASELINE,30aac3cb-c11f-41e3-bd76-c870b1c133ff,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Epistaxis,10015090,Epistaxis,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.162606+00
BASELINE,cfc1fb2a-f8a1-484e-b6ad-1742c15b0284,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Angioedema,10002424,Angioedema,"",<1% but >0.1%,HIGH,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.169228+00
BASELINE,52a0796e-f2c4-48a9-8006-a67c0a54b7d9,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hypotension,10020772,Hypotension,"",≥4%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.557045+00
BASELINE,534c7ce7-39d7-4152-9e98-758ecfcecd6b,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Orthostatic hypotension,10031127,Orthostatic hypotension,"",≥4%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.560245+00
BASELINE,26a9bc38-6960-4c3a-8359-7b75100831d8,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Oedema peripheral,10033645,Oedema peripheral,"",2%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.995256+00
BASELINE,d78901be-7be7-4ecb-b2d4-f25a76f4881b,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Erythema multiforme,10015218,Erythema multiforme,"",<1% but >0.1%,HIGH,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.174463+00
BASELINE,a09ddfe7-8947-443f-a7ce-fa61e90770c7,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Pruritus,10037087,Pruritus,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.17891+00
BASELINE,bf663440-1e15-4cc8-8b1d-f768757cb47d,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Rash,10037844,Rash,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.188209+00
BASELINE,0814297f-0f70-49e0-9802-97e902fad06e,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Rash erythematous,10037855,Rash erythematous,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.197137+00
BASELINE,5fb2353f-815b-4e7c-b6ac-f6ce14959d89,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Diarrhoea,10012735,Diarrhoea,"",≥4%,MEDIUM,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.56344+00
BASELINE,ce0454f5-4b9e-40d8-bdb9-1d5b65a40480,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Hyperkalemia,10020639,Hyperkalemia,"",≥4%,HIGH,,,,,,,,abd9ea83-9427-48ea-ad69-a5f2e85f0e98,2026-02-12 15:05:30.565656+00
BASELINE,60041c1c-16a5-45e8-8804-435645faa569,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Arthralgia,10003239,Arthralgia,"",6%,MEDIUM,,,,,,,,03306d16-100a-430e-9226-57b8ac9fa0c1,2026-02-12 15:08:27.997908+00
BASELINE,8c9fc33e-99b9-459a-800c-44b26b060513,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Rash maculopapular,10037867,Rash maculopapular,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.199639+00
BASELINE,e0e4e4d7-408a-4f5d-ad20-d9fb36a89444,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Vision blurred,10047571,Vision blurred,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.201147+00
BASELINE,919d369c-3f72-4f7d-85e2-106ded164e08,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Conjunctivitis,10010741,Conjunctivitis,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.204571+00
BASELINE,902ae1f1-e331-402a-93f3-cbbb660488ad,"",SAFETY_SIGNAL,LLM_FALLBACK,0.75,PENDING_REVIEW,f,KB-4,Diplopia,10013036,Diplopia,"",<1% but >0.1%,MEDIUM,,,,,,,,ad4b2af8-e2e8-4bf7-8f44-f3ccca8e595c,2026-02-12 15:04:41.207451+00
